ID,Product_Type,Category,Local_Status,Printify_Product_ID,eBay_Item_ID,eBay_Item_URL,eBay_Title,eBay_Price,Latest_eBay_Views_30_Days,Latest_eBay_General_Status,Latest_eBay_Priority_Status,Etsy_Planned,Etsy_Title,Etsy_Launch_Status,Production_Path,Cover_Path,Gallery_Ready,Image_Note_Ready,Action_Bucket
Sticker-Academia-0011,Sticker,Academia,Retired_Replaced,69f1a7b0cfb25d6b6f0f10f7,,,Apothecary Poison Vial Vintage Academia 4pc 6x6 Kiss-Cut Vinyl Desk Collector,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Academia-0013,Sticker,Academia,Quality_Hold_LowRes_U,,,,Dark Academia Serpent Ouroboros Ring 4pc 6x6 Kiss-Cut Sticker Vinyl Laptop Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0013_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Academia-0014,Sticker,Academia,Retired_Replaced,69f1a833592cc603cd0a91fd,,,4pc Vinyl Sticker Set Microscope Observation Device Laptop Bottle Journal Dark,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Academia-0015,Sticker,Academia,Retired_Replaced,69f1a8b40bc0bf405305ef2b,,,4pc Sticker Set Skeleton Key Portal Vinyl Decals Laptop Bottle Dark Academia,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Academia-0016,Sticker,Academia,Retired_Replaced,69f1a92ade3c2e09400f9e44,,,4pc Kiss-Cut Sticker Set Gothic Academia Prism Light Refractor Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0001,Sticker,Zen,Retired_Replaced,69f1a99c785a37b0240adc94,,,4pc Sticker Set Mindful Zen Koi Pond Vinyl Decals Laptop Bottle Zen Aesthetic,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0002,Sticker,Zen,Retired_Replaced,69f1ab9a63935da7e8064504,,,Minimal Zen Bonsai Tree of Serenity 4pc 6x6 Sticker Sheet Serene Mindful Clean,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0003,Sticker,Zen,Retired_Replaced,69f1ac1804ea1d3ba9005c58,,,Lotus Mandala Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift Gift Decor,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0004,Sticker,Zen,Retired_Replaced,69f1ac9740c796ee97057c83,,,4pc Sticker Set Stone Guardian Lion Mindful Zen Vinyl Decals Laptop Bottle Zen,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0004_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0004_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0005,Sticker,Zen,Retired_Replaced,69f1ad18c59fe705400bacbf,,,Bamboo Forest Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Misty Art,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0005_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0005_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0006,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Ink Wash Mountain 4pc 6x6 Kiss-Cut Sticker Vinyl Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0006_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0006_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0007,Sticker,Zen,Retired_Replaced,69f1ad9bbb6f6dd6270dc5df,,,4pc Sticker Set Cherry Blossom Branch Vinyl Decals Laptop Bottle Zen Aesthetic,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0007_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0007_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0008,Sticker,Zen,Retired_Replaced,69f1aef4bb6f6dd6270dc7d5,,,4pc Kiss-Cut Sticker Set Circle Ens Laptop Journal Bottle Zen Aesthetic Decal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0008_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0008_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0009,Sticker,Zen,Retired_Replaced,69f1af85bb6f6dd6270dc848,,,Zen Aesthetic Praying Mantis on Rock 4pc 6x6 Kiss-Cut Sticker Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0009_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0009_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0010,Sticker,Zen,Printify_Published_Mockups5,69f1b00840c796ee97058144,406892414116,https://www.ebay.com/itm/406892414116,Reading Nook Vinyl Set Floating Island Sanctuary 4pc 6x6 Kiss-Cut Vinyl Quiet,$11.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0010_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0010_Ready_for_Steaming\Cover_Mockup.png,True,False,Published_Zero_View_Copy_Ad_Review
Sticker-Zen-0021,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Kintsugi Lotus no Hasu 4pc 6x6 Kiss-Cut Sticker Vinyl Laptop Desk,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0021_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0021_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0022,Sticker,Zen,Retired_Replaced,69f1b1ab63935da7e8064bab,,,Mindful Zen Garden Stone Meis seki 4pc 6x6 Vinyl Sticker Laptop Journal Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0022_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0022_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0023,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Bioluminescent Bonsai Hikaru 4pc 6x6 Kiss-Cut Sticker Vinyl Decor,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0023_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0023_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0024,Sticker,Zen,Retired_Replaced,69f1b2c4d3e196c79b0fdaec,,,Mindful Zen Enso Circle with Crystals 4pc 6x6 Vinyl Sticker Laptop Journal Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0024_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0024_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0025,Sticker,Zen,Retired_Replaced,69f1cb4ef6b83091a50959f5,,,Koi Fish in Jade Pond Hisui no Koi Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Luck,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0025_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0025_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0026,Sticker,Zen,Quarantined_ExternalMissing,69f1cc732f305b371c05b1d7,,,Mountain and Moon Sangetsu Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0026_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0026_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0027,Sticker,Zen,Retired_Replaced,69f1ce0f11e0745fcb0da03a,,,Minimal Zen Temple Lantern Zendera no T r 4pc 6x6 Sticker Sheet Serene Mindful,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0027_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0027_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0028,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Floating Tea Bowl Ukabu Chawan 4pc 6x6 Kiss-Cut Sticker Vinyl,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0028_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0028_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0029,Sticker,Zen,Quarantined_ExternalMissing,69f1cee189347116c004f529,,,Bamboo Forest Hikaru Chikurin Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0029_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0029_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0030,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Meditating Frog Zazen Kaeru 4pc 6x6 Kiss-Cut Sticker Vinyl Laptop,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0030_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0030_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0031,Sticker,Zen,Quarantined_ExternalMissing,69f1cf9911e0745fcb0da15f,,,Mindful Zen Kintsugi Lotus 4pc 6x6 Vinyl Sticker Laptop Journal Gift Meditation,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0031_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0031_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0032,Sticker,Zen,Quarantined_ExternalMissing,69f1d04a0482f56ada0cf347,,,Glowing Garden Stone 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal Desk,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0032_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0032_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0033,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Crystalline Bamboo 4pc 6x6 Kiss-Cut Sticker Vinyl Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0033_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0033_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0034,Sticker,Zen,Quarantined_ExternalMissing,69f1d1003a934dcd94086687,,,Zen Aesthetic Kintsugi Enso Circle 4pc 6x6 Kiss-Cut Sticker Laptop Journal Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0034_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0034_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0035,Sticker,Zen,Quarantined_ExternalMissing,69f1d1ed11e0745fcb0da2ea,,,Bioluminescent Koi Pond 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0035_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0035_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0036,Sticker,Zen,Quarantined_ExternalMissing,69f1d2a9f6b83091a5095eea,,,Fractal Cherry Blossom Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0036_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0036_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0037,Sticker,Zen,Quarantined_ExternalMissing,69f1d35c89347116c004f871,,,Mindful Zen Golden Veined Mountain 4pc 6x6 Vinyl Sticker Laptop Journal Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0037_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0037_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0038,Sticker,Zen,Quarantined_ExternalMissing,69f1d44bf6b83091a5095fca,,,Meditating Crystal Frog Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0038_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0038_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0039,Sticker,Zen,Quality_Hold_LowRes_U,,,,Zen Aesthetic Kintsugi Tea Bowl 4pc 6x6 Kiss-Cut Sticker Vinyl Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0039_Not_Working_LowRes\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0039_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0040,Sticker,Zen,Quarantined_ExternalMissing,69f1d4f9bdda7e777002a696,,,Translucent Jade Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0040_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0040_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0041,Sticker,Zen,Retired_Replaced,69f1db9382fcf925cf08206d,,,Minimal Zen Kintsugi Gold Dragon 4pc 6x6 Sticker Sheet Serene Mindful Clean,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0041_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0041_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0042,Sticker,Zen,Retired_Replaced,69f2192ae64c9f31b70f2dbd,,,Bioluminescent Crystal Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0042_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0042_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0044,Sticker,Zen,Retired_Replaced,69f2396ccaeb1241880b692d,406902622710,https://www.ebay.com/itm/406902622710,Zen Aesthetic Dragon Coil 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water Bottle,$11.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0044_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0044_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0045,Sticker,Zen,Retired_Replaced,69f21a5da7777da1970fd378,406902640998,https://www.ebay.com/itm/406902640998,Floating Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Sky Art,$11.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0045_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0045_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0046,Sticker,Zen,Retired_Replaced,69f21b07b0d6b88b2805ebe3,406902663232,https://www.ebay.com/itm/406902663232,Zen Aesthetic Dragon and Pearl 4pc 6x6 Kiss-Cut Sticker Laptop Journal Water,$11.99,0,Promoted,Eligible,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0046_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0046_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
Sticker-Zen-0048,Sticker,Zen,Quarantined_ExternalMissing,69f21bba9b469f716d0e4e42,,,Crystalline Dragon Scale 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,$11.99,,,,False,,,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0048_Ready_for_Steaming\Production_Design.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0048_Ready_for_Steaming\Cover_Mockup.png,True,True,Hold
