Timestamp,ID,eBay_Item_ID,Printify_Product_ID,Title,Online_URL,Online_Image_URL,Online_Image_Path,Cover_Path,Gallery_U1_Path,Best_U_Label,Best_U_Path,Distance_To_Cover,Best_U_Distance,Result,Note,Error
2026-05-05T21:26:42-04:00,Sticker-Zen-0051,406902889638,69f23b5ce64c9f31b70f415b,Kintsugi Gold Dragon Mindful Zen 4pc 6x6 Vinyl Sticker Yoga Minimalist Gift,https://www.ebay.com/itm/406902889638,https://i.ebayimg.com/images/g/BZYAAeSwhANp-D5g/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0051_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0051_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0051_Ready_for_Steaming\Sticker-Zen-0051_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0051_Ready_for_Steaming\Sticker-Zen-0051_U3_Grid.png,306,1,LIKELY_SINGLE_U_MISMATCH,U3 closer by 305,
2026-05-05T21:26:50-04:00,Sticker-Zen-0052,406902896387,69f23c10caeb1241880b6afe,Bioluminescent Dragon 4pc 6x6 Kiss-Cut Sticker Zen Aesthetic Laptop Journal,https://www.ebay.com/itm/406902896387,https://i.ebayimg.com/images/g/RqcAAeSwCctp-D9C/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0052_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0052_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0052_Ready_for_Steaming\Sticker-Zen-0052_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0052_Ready_for_Steaming\Sticker-Zen-0052_U3_Grid.png,259,1,LIKELY_SINGLE_U_MISMATCH,U3 closer by 258,
2026-05-05T21:26:58-04:00,Sticker-Zen-0053,406902900109,69f252f4357398ded80f61c9,Crystalline Dragon Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,https://www.ebay.com/itm/406902900109,https://i.ebayimg.com/images/g/kEQAAeSwntxp-D~3/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0053_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0053_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0053_Ready_for_Steaming\Sticker-Zen-0053_U1_Grid.png,U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0053_Ready_for_Steaming\Sticker-Zen-0053_U2_Grid.png,232,2,LIKELY_SINGLE_U_MISMATCH,U2 closer by 230,
2026-05-05T21:27:07-04:00,Sticker-Zen-0054,406903032635,69f253bc357398ded80f6242,Dragon Meditation Minimal Zen 4pc 6x6 Kiss-Cut Vinyl Desk Collector Decor Gift,https://www.ebay.com/itm/406903032635,https://i.ebayimg.com/images/g/Q2AAAeSwI-5p-FfC/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0054_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0054_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0054_Ready_for_Steaming\Sticker-Zen-0054_U1_Grid.png,U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0054_Ready_for_Steaming\Sticker-Zen-0054_U2_Grid.png,331,0,LIKELY_SINGLE_U_MISMATCH,U2 closer by 331,
2026-05-05T22:16:48-04:00,Sticker-Academia-0004,406892408950,69f192aa5ea38382140f1d7b,4pc Kiss-Cut Sticker Set Mechanical Raven Familiar Laptop Journal Bottle Dark,https://www.ebay.com/itm/406892408950,https://i.ebayimg.com/thumbs/images/g/93sAAeSwJnVp8el6/s-l1600.jpg,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0004_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Sticker-Academia-0004_U1_Grid.png,U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0004_Ready_for_Steaming\Sticker-Academia-0004_U1_Grid.png,1,170,LIKELY_COVER,cover closer than U1 by 169,
2026-05-05T22:17:00-04:00,Sticker-Academia-0005,406892409123,69f198efea1f992ded0e90e7,4pc Vinyl Sticker Set Forbidden Grimoire Lock Laptop Bottle Journal Dark,https://www.ebay.com/itm/406892409123,https://i.ebayimg.com/images/g/7eUAAeSwJyRp8emL/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0005_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Sticker-Academia-0005_U1_Grid.png,U4,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0005_Ready_for_Steaming\Sticker-Academia-0005_U4_Grid.png,194,0,LIKELY_SINGLE_U_MISMATCH,U4 closer by 194,
2026-05-05T22:17:10-04:00,Sticker-Academia-0006,406892409348,69f19b945494697f0d01b78c,4pc Sticker Set Botanical Terrarium Lantern Vinyl Decals Laptop Bottle Dark,https://www.ebay.com/itm/406892409348,https://i.ebayimg.com/images/g/VH8AAeSwwelp8emX/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0006_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Sticker-Academia-0006_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0006_Ready_for_Steaming\Sticker-Academia-0006_U3_Grid.png,196,0,LIKELY_SINGLE_U_MISMATCH,U3 closer by 196,
2026-05-05T22:17:20-04:00,Sticker-Academia-0007,406892409645,69f1a56756390ef4cd09be1e,4pc Kiss-Cut Sticker Set Astrolabe Navigation Instrument Laptop Journal Bottle,https://www.ebay.com/itm/406892409645,https://i.ebayimg.com/images/g/AjcAAeSwK8Np8eml/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0007_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Sticker-Academia-0007_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0007_Ready_for_Steaming\Sticker-Academia-0007_U3_Grid.png,200,0,LIKELY_SINGLE_U_MISMATCH,U3 closer by 200,
2026-05-05T22:17:29-04:00,Sticker-Academia-0008,406892409836,69f1a630de3c2e09400f9c5f,4pc Vinyl Sticker Set Ritual Incense Censer Gothic Academia Laptop Bottle,https://www.ebay.com/itm/406892409836,https://i.ebayimg.com/images/g/JKYAAeSwhrZp8emz/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0008_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Sticker-Academia-0008_U1_Grid.png,U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0008_Ready_for_Steaming\Sticker-Academia-0008_U2_Grid.png,193,0,LIKELY_SINGLE_U_MISMATCH,U2 closer by 193,
2026-05-05T22:17:39-04:00,Sticker-Academia-0009,406892410017,69f1a6acc2501ebbc40ac2e5,4pc Sticker Set Gothic Academia Cathedral Fragment Vinyl Decals Laptop Bottle,https://www.ebay.com/itm/406892410017,https://i.ebayimg.com/images/g/Kv4AAeSwe5lp8enA/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0009_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Sticker-Academia-0009_U1_Grid.png,U2,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0009_Ready_for_Steaming\Sticker-Academia-0009_U2_Grid.png,204,1,LIKELY_SINGLE_U_MISMATCH,U2 closer by 203,
2026-05-05T22:17:48-04:00,Sticker-Academia-0010,406892410190,69f1a724785a37b0240adad9,4pc Kiss-Cut Sticker Set Compass Rose Talisman Laptop Journal Bottle Dark,https://www.ebay.com/itm/406892410190,https://i.ebayimg.com/images/g/xHUAAeSw5Ahp8enM/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0010_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Sticker-Academia-0010_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0010_Ready_for_Steaming\Sticker-Academia-0010_U3_Grid.png,250,0,LIKELY_SINGLE_U_MISMATCH,U3 closer by 250,
2026-05-05T22:17:57-04:00,Sticker-Academia-0011,406892410307,69f1a7b0cfb25d6b6f0f10f7,4pc Vinyl Sticker Set Apothecary Poison Vial Laptop Bottle Journal Dark,https://www.ebay.com/itm/406892410307,https://i.ebayimg.com/images/g/NGcAAeSwzN5p8enZ/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0011_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Sticker-Academia-0011_U1_Grid.png,U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0011_Ready_for_Steaming\Sticker-Academia-0011_U1_Grid.png,204,1,LIKELY_SINGLE_U_MISMATCH,U1 closer by 203,
2026-05-05T22:18:06-04:00,Sticker-Academia-0014,406892410440,69f1a833592cc603cd0a91fd,4pc Vinyl Sticker Set Microscope Observation Device Laptop Bottle Journal Dark,https://www.ebay.com/itm/406892410440,https://i.ebayimg.com/images/g/xSwAAeSw5Ahp8enk/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0014_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Sticker-Academia-0014_U1_Grid.png,U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0014_Ready_for_Steaming\Sticker-Academia-0014_U1_Grid.png,231,0,LIKELY_SINGLE_U_MISMATCH,U1 closer by 231,
2026-05-05T22:18:15-04:00,Sticker-Academia-0015,406892411034,69f1a8b40bc0bf405305ef2b,4pc Sticker Set Skeleton Key Portal Vinyl Decals Laptop Bottle Dark Academia,https://www.ebay.com/itm/406892411034,https://i.ebayimg.com/images/g/GE4AAeSw-jZp8enx/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0015_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Sticker-Academia-0015_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0015_Ready_for_Steaming\Sticker-Academia-0015_U3_Grid.png,155,0,LIKELY_SINGLE_U_MISMATCH,U3 closer by 155,
2026-05-05T22:18:25-04:00,Sticker-Academia-0016,406892411436,69f1a92ade3c2e09400f9e44,4pc Kiss-Cut Sticker Set Gothic Academia Prism Light Refractor Laptop Journal,https://www.ebay.com/itm/406892411436,https://i.ebayimg.com/images/g/4x8AAeSw9fpp8en-/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Academia-0016_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Sticker-Academia-0016_U1_Grid.png,U3,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Academia-0016_Ready_for_Steaming\Sticker-Academia-0016_U3_Grid.png,192,0,LIKELY_SINGLE_U_MISMATCH,U3 closer by 192,
2026-05-05T22:18:35-04:00,Sticker-Zen-0001,406892411931,69f1a99c785a37b0240adc94,4pc Sticker Set Mindful Zen Koi Pond Vinyl Decals Laptop Bottle Zen Aesthetic,https://www.ebay.com/itm/406892411931,https://i.ebayimg.com/images/g/rc0AAeSwzmBp8eoL/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0001_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Sticker-Zen-0001_U1_Grid.png,U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0001_Ready_for_Steaming\Sticker-Zen-0001_U1_Grid.png,195,0,LIKELY_SINGLE_U_MISMATCH,U1 closer by 195,
2026-05-05T22:18:44-04:00,Sticker-Zen-0002,406892412365,69f1ab9a63935da7e8064504,4pc Kiss-Cut Sticker Set Bonsai Tree of Serenity Laptop Journal Bottle Zen,https://www.ebay.com/itm/406892412365,https://i.ebayimg.com/images/g/LY0AAeSw171p8eoY/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0002_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Sticker-Zen-0002_U1_Grid.png,U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0002_Ready_for_Steaming\Sticker-Zen-0002_U1_Grid.png,228,0,LIKELY_SINGLE_U_MISMATCH,U1 closer by 228,
2026-05-05T22:18:56-04:00,Sticker-Zen-0003,406892412612,69f1ac1804ea1d3ba9005c58,4pc Vinyl Sticker Set Lotus Mandala Mindful Zen Laptop Bottle Journal Zen,https://www.ebay.com/itm/406892412612,https://i.ebayimg.com/images/g/85sAAeSwajBp8eok/s-l960.webp,C:\AIprojects\openclaw_difi\Database\eBay_Online_Cover_Audit\images\Sticker-Zen-0003_online.jpg,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Cover_Mockup.png,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Sticker-Zen-0003_U1_Grid.png,U1,C:\AIprojects\openclaw_difi\Output\Sticker\Kiss-Cut\MASTER_Sticker-Zen-0003_Ready_for_Steaming\Sticker-Zen-0003_U1_Grid.png,216,1,LIKELY_SINGLE_U_MISMATCH,U1 closer by 215,
